,Clickbaits,bait
6619,Just Browsing? A Web Store May Follow You Out the Door,0
6620,Economic Indexes Show Signs of a Slowing Decline,0
6621,"Finland offers helicopters, personnel to assist Greece with forest fires",0
6623,Boxing: Pacquiao and Diaz trade verbal punches,0
6625,A Wild Cossack Rides Into a Cultural Battle,0
6626,Cycling Ready to Use Blood Profiles to Fight Doping,0
6627,Riots in Greece enter fourth night,0
6629,Emerging Powers Prepare to Meet in Russia,0
6630,Pink elephant spotted in Botswana,0
6632,"Emergency at JDS Uniphase in San Jose, CA",0
6634,North Korea seeks diplomatic relations with the US,0
6636,Workers Protest Across France,0
6637,Rutgers Rally Falls Short Against Purdue,0
6638,Unwinding Fed Support,0
6639,Tasmanians protest against pulp mill,0
6641,No-fly zone demanded by Syrian protesters,0
6643,Home Depot Closing Design Centers and Cutting Jobs,0
6644,O.J. Simpson named suspect in robbery,0
6646,Judge Halts Investigation Into ID Theft in Colorado,0
6647,Long Island teen found guilty of hate crime,0
6649,Austrian man kept daughter prisoner in cellar for 24 years,0
6651,"South African serial killer guilty of nineteen rapes, sixteen murders",0
6653,New Zealand Telecom could be split into three,0
6655,Russia Pins Comeback Hopes on Superjet 100,0
6656,State of emergency declared in New York over H1N1 swine flu virus,0
6658,"Suicide bomber kills 24 in Peshawar, Pakistan",0
6660,"Even Amid This Slump, Demand for Toyota Prius Is Insatiable",0
6661,Questioning Role of Politics in Secrecy of Kenyan Election Poll,0
6662,Illinois Governor Blagojevich appoints Roland Burris for vacated U.S. Senate seat,0
6664,Chinese human rights activist faces trial,0
6666,Mayor of Oslo resigns after tax fraud scandal,0
6668,Bank Worries Keep Pulling Markets Back,0
6669,Grover Norquist attempts to trademark 'K Street Project',0
6671,"Foreclosing on a Plane, Then Flying It Away",0
6672,Rail network in Kashmir comes under attack,0
6674,Religious broadcaster Pat Robertson calls for assassination of Venezuela's president,0
6676,Judge Approves $33.3 Billion Federal Loan to G.M.,0
6677,Darling announces UK budget for 2009,0
6679,"AU peacekeepers killed in Somalia, Islamists vow more attacks",0
6681,Togo opposition wants election delayed,0
6683,Swine flu outbreaks appear globally; WHO raises pandemic alert level to 5,0
6685,Chinese hostage rescued in the Philippines,0
6687,Russian Factory Bets on a Market for a Mobile Water Cannon to Dampen Dissenters,0
6688,"Guns Go Silent After 24-Hour Face-Off in Baghdad, but Tensions Remain High",0
6689,Kremlin Critic on Ballot in Olympic City,0
6690,African Union rejects calls for action on Zimbabwe,0
6692,"Decade worth of messages, interviews from bin Laden leaked to web",0
6694,Jump in Food Costs Drives Up Price Index,0
6695,Cavaliers Give Cleveland a Shot at Reversing Roles,0
6696,South African parliament questioned over media policy,0
6698,Suicide attack at Yemen shrine leaves nine dead,0
6700,Greek minister's statement causes political tension,0
6702,Mumbai officials demolish 39K shanties; 200K homeless,0
6704,"For Two Israeli Tennis Players, Focus Returns to Sports, Not Politics",0
6705,"Two shot on nuclear submarine in Southampton, England",0
6707,Commander Says U.S. Still on Schedule to Leave Iraq,0
6708,Around 240 Chilean protesters detained after anti-government demonstration,0
6710,Airlines plan reroutes around Syria as potential for US military intervention increases,0
6712,Audio Analysis: Getting a Jump on Gun Violence,0
6713,Win in Finale Helps Devils Forget Losing Streak,0
6714,Yani Tseng captures Women's British Open title for a record fifth major,0
6716,Mets and Alex Cora Agree on One-Year Deal,0
6717,Hundreds of Air Canada flight attendants to lose jobs,0
6719,George and Laura Bush introduce 2008 White House egg roll,0
6721,"North Carolina terrorist ring broken up, seven arrested",0
6723,Panda cub born in Taiwan to gifted Chinese pandas,0
6725,Issue of Execution and the Retarded Returns to Supreme Court,0
6726,"One day after attempted rescue, six stranded whales die on Australian beach",0
6728,Serbian firefighters shot at from Kosovo,0
6730,Smartphone Debut Helps Palm Beat Estimates,0
6731,US TV host Conan O'Brien rejects NBC's offer to switch his show's time slot,0
6733,California wildfire forces evacuation of thousands,0
6735,Camel Rock Festival held in Scilly,0
6737,Psychiatrist Dr. Jerald Block tells Wikinews about addiction to the Internet,0
6739,IBEX satellite releases first all sky map,0
6741,Armed conflicts in the world down by 40% since early 1990s,0
6743,Human Rights Watch: Israel used white phosphorus on densely populated areas in Gaza,0
6745,Virginia crime commission endorses tougher dog law legislation,0
6747,"From TV to the Web to Your Phone, Via Sling Media",0
6748,300 Laid Off at Sears,0
6749,Emma's Imagination declared winner of UK's 'Must Be The Music',0
6751,Big U.S. Role in Lending to Students,0
6752,"British Columbia could get an earthquake, survey warns",0
6754,"Number of private contractors killed in Iraq and Afghanistan passes 1,000",0
6756,Olympics organisers insist London win in 2012 ballot was fair,0
6758,Witnesses of fire in Vladivostok under investigation,0
6760,Head of US Minerals Management Service resigns following BP oil spill response,0
6762,"Syrian residents claim U.S. bombing, shooting into Syria",0
6764,Wikimedia Foundation addresses controversial content conflict,0
6766,A New Jets Administration Promises Change,0
6767,Playboy Says It Is Open to Sale of Business,0
6768,Violence in Kenya kills at least thirteen,0
6770,"Wikinews interviews journalist Konrad Godlewski, who uncovered BATUTA hoax",0
6772,"Buffalo, New York man shot in head, run over by shooter's car",0
6774,US stocks log gains for fourth week in a row,0
6776,Cautious Optimism About Consumer Spending,0
6777,Enlisting a Global Work Force of Freelancers,0
6778,New South Wales water supply problems continue,0
6780,Looking to Add Diversity in Environmental Movement,0
6781,A Call for Smarter Regulation,0
6782,Mike Tyson set to retire after loss,0
6784,Gorillaz Nominated for 5 Grammy Awards,0
6786,"In St. Louis, Glorious Stadium Honors Glorious Past",0
6787,ACLU: Gen. Sanchez possibly perjured himself at 2004 Senate inquiry,0
6789,"UK Transport Minister ""pied"" during launch of Future Heathrow group",0
6791,Blood recipients contract HIV in Peru,0
6793,North Korea Says Journalists Admitted Crimes,0
6794,Boy killed by shark in Australia,0
6796,"Naperville, Illinois welcomes home Olympic silver medalist Molly Schaus",0
6798,Inquiry on Graft in Iraq Focuses on U.S. Officers,0
6799,"Graves Disturbed, Jewish Group Says",0
6800,South African police probe 'racist' image on Facebook,0
6802,Bangkok hit with further New Year bomb blasts,0
6804,Kirchner Resigns as Party Leader in Argentina,0
6805,Chad calls for UN troops to withdraw,0
6807,President of Afghanistan uninjured after assassination attempt,0
6809,"Democratic Republic of Congo adopts new constitution, plans elections",0
6811,Irish Senator Kieran Phelan dies at age 60,0
6813,Google creates new desktop software,0
6815,Copenhagen climate conference opens,0
6817,Energy Costs Push Up Consumer Prices in January,0
6818,6.9 magnitude earthquake hits western China,0
6820,Wikinews interviews U.S. Libertarian presidential candidate Bob Jackson,0
6822,UK submarine hits rocks in Red Sea,0
6824,Seattle's oldest newspaper to become online-only,0
6826,New video games rating R18+ becomes available in Australia,0
6828,Science of champagne bubbles explained,0
6830,Modern Dance and Art Bring a Burst of Color to a Gray City,0
6831,State of the health care system in Sierra Leone critical,0
6833,British police charge taxi driver with murder,0
6835,Arnold Schwarzenegger to visit Canada,0
6837,"On the Lookout, With a Digital Security Camera",0
6838,"Magnitude 3.6 earthquake shakes Washington, D.C.",0
6840,Card Fees Pit Retailers Against Banks,0
6841,E-Passport cloned in five minutes,0
6843,Higher Oil Prices Help Widen U.S. Trade Deficit,0
6844,Texas Ranchers and Farmers Struggle in Drought,0
6845,Rahlves Fails to Retain Winter X Games Title,0
6846,A World Cup Qualifier. Cool.,0
6847,Oakland Seeking Answers in Police Killings,0
6848,Boston University Stuns Miami to Win Fifth N.C.A.A. Title,0
6849,Security Budget Shows Soaring Olympic Costs,0
6850,Congress Passes Bill to Tighten Weapons Programs,0
6851,Adam Air may be shut down after string of accidents,0
6853,Wake Forest Redeems Itself Against Duke,0
6854,English court jails policeman over insurance fraud,0
6856,General relativity effect confirmed: satellite experiment,0
6858,McClatchy Plans to Cut 15% of Its Work Force,0
6859,Gas prices in the U.S. fall below $2 a gallon,0
6861,Solar-powered plane completes 26-hour flight,0
6863,US charges homeless man after plane stolen and crashed in Maryland,0
6865,Suicide Attacker Kills 15 in Somalia,0
6866,Search continues for crashed Cambodian plane and 22 aboard,0
6868,Habertürk media sparks outrage over woman’s murder photo in Turkey,0
6870,Iraq War Claims Its Oldest Combat Fatality,0
6871,Serie A 2008–09: Inter Milan hire Mourinho as new Head Coach,0
6873,"Man jailed for murder of children in Manchester, England",0
6875,Australia Wildfire Suspects Are Freed,0
6876,Many dead in Egyptian resort blasts,0
6878,UBS Raises $3.5 Billion in Share Sale,0
6879,Indiana congressional candidate Tony Zirkle defends speech at Nazi meeting,0
6881,Daisy Dick wins Barbury International Horse Trials,0
6883,Administration Takes Tougher Antitrust Line,0
6884,Princeton Goes International for StarCraft E-Competition,0
6885,Portrait of German Gunman Emerges,0
6886,Intellectuals Call for Release of Uighur Economist,0
6887,China sentences six more to death over riots,0
6889,Cyclone in Bay of Bengal kills at least 17,0
6891,"Mayor of Baltimore indicted on theft, perjury",0
6893,A Struggle Out of the 2nd Round for Federer,0
6894,Miss Georgia relinquishes crown after 12 hours,0
6896,Foot-and-mouth confirmed at UK farm,0
6898,Holder Wants Some Detainees Tried in the U.S.,0
6899,13 dead as cargo plane crashes in Congo,0
6901,Russian spacecraft Phobos-Grunt falls in Pacific Ocean,0
6903,"Police in Salinas, California identify teenage gunshot victim",0
6905,"Lending Locked, U.S. Tries Trillion-Dollar Key",0
6906,"Magnitude 6.4 earthquake hits east coast of Honshu, Japan",0
6908,"Water main bursts in west Edinburgh; traffic, utilities disrupted",0
6910,"For Some Airlines, Doubts Take a Back Seat",0
6911,EU to send police officers to Haiti,0
6913,Trade Is Falling Fast Around the Globe,0
6914,"Nothing honourable in honour killings, says Indian court",0
6916,British driver admits driving at 172 mph,0
6918,Former US Senator Ted Stevens among five killed in Alaska plane crash,0
6920,Former Louisiana Tech University President F. Jay Taylor dies aged 87,0
6922,Warren Buffett and the Rating Agencies,0
6923,"Woman slashed to death, man steals $6 for beer",0
6925,Documents Back Saudi Link to Extremists,0
6926,Football: FA charges Chelsea for player misconduct; John Terry investigated over alleged racial abuse,0
6928,Proton rocket fails during launch of JCSAT-11 satellite,0
6930,Ericsson and Nokia Siemens Are Managing Just Fine,0
6931,"Not Scotland, but Closer: Golf in Nova Scotia",0
6932,Norway Slides Into Recession,0
6933,Two killed in Istanbul explosion,0
6935,Tibet Cabinet Says Talks With China Are Welcome,0
6936,Crew of Discovery inspect Shuttle for launch damage,0
6938,Iran promises retaliation for Israeli action against nuclear facilities,0
6940,Talks with TGWU and Gate Gourmet to resume later today,0
6942,Major train wreck in Southern India,0
6944,Eight US soldiers killed in Afghanistan after clash with millitants,0
6946,Energy companies to raise consumer rates,0
6948,2012 Report on Gender Equality and Development suggests Australian women are doing okay,0
6950,Tributes paid to the victims of the July 7 2005 London bombings,0
6952,$30 Million Paid So Far to Madoff Victims,0
6953,Ralph Nader enters US presidential race as independent,0
6955,Brazilian news agency using free software for multimedia broadcasting,0
6957,Gunmen Kill Judge in Ingushetia in Latest Caucasus Violence,0
6958,Host England Falls to the Brink in World Twenty20 Cricket,0
6959,McCain clinches Republican nomination as Huckabee concedes,0
6961,Michigan Is Latest to End Apparel Deal With Russell,0
6962,Obama signs healthcare bill for 9/11 emergency workers,0
6964,France pledges twelve million Euro in aid to Pakistan,0
6966,Former communist leader Hua Guofeng dies age 87,0
6968,"As Storefronts Become Vacant, Ads Arrive",0
6969,Afghan Run in Cup Ends Just Short of Its Goal,0
6970,Microsoft and Yahoo Executives Meet,0
6971,Facebook to share the technology 'behind its servers',0
6973,Bush claims violence in Iraq down to lowest level for four years,0
6975,"Rebels Kill at Least 620 in Congo, Groups Say",0
6976,No. 19 Purdue Caps Wild Comeback Against Northwestern,0
6977,Most complete dinosaur from Britain goes on display,0
6979,Ireland to Inject $5.6 Billion Into Anglo Irish Bank,0
6980,Zegna Explores New Markets in Face of Downturn,0
6981,Taiwan’s Blue Camp pays respects on the thirtieth anniversary of the passing of Chiang Kai-shek,0
6983,Scottish Premier League: Celtic thump Hearts 5-0,0
6985,Andrew Sayers resigns National Museum of Australia directorship,0
6987,Rodrigo Ortúzar announces plans to dramatize Chilean miners' stories,0
6989,Bonobo chimp threatened in Congo,0
6991,Conrad Black loses appeal against fraud conviction,0
6993,Foam manufacturer settles for US$25 million over Station nightclub fire,0
6995,"Internet group Anonymous hacks No Cussing Club's website, owner's e-mail account",0
6997,Israel Removes Illegal Settler Outpost in West Bank,0
6998,Gene mutation produces autism-like traits in mice,0
7000,Greek Socialist party wins general elections,0
7002,Hole in fuselage causes Qantas flight to make emergency landing,0
7004,"Amid Floods, Brazilian Town Wades On",0
7005,2 Natural Gas Deals Tie Hungary Closer to Russia,0
7006,Court participates in traffic ticket amnesty program,0
7008,US Senator Kennedy has brain tumor surgically removed,0
7010,Study raises health concerns about shower curtains,0
7012,"F.B.I. Finds Stanford, Missing Financier, in Virginia",0
